Learner_ID,Enrollment_Date,Cohort_Month,Course_Category,Plan_Type,Plan_Fee_INR,Payment_Method,Lead_Source,Device_Type,Employment_Status,Age,Gender,City_Tier,Program_Duration_Weeks,Status,Completion_Pct,Dropout_Week,Dropout_Reason,Last_Active_Date,Videos_Watched,Assignments_Submitted,Mentor_Sessions,Avg_Weekly_Hours,Login_Days_Per_Week,NPS_Score,Placement_Eligible,Placed,Placement_Salary_INR,Placement_Company_Tier
LRN-11125,2022-10-07,2022-10,Web Development,Monthly,2999,Net Banking,Paid Ads,Desktop,Student,25,Other,Tier 2,20,Completed,98.8,,,2023-02-24,52,17,6,9.2,3.6,7,True,True,402083.0,Tier 3
LRN-11126,2023-03-02,2023-03,UI/UX Design,Annual,24999,UPI,Paid Ads,Desktop,Job Seeker,28,Other,Tier 2,18,Completed,95.2,,,2023-07-06,54,18,5,7.7,3.9,8,True,True,952838.0,Tier 3
LRN-11127,2023-05-10,2023-05,Web Development,Annual,24999,Debit Card,Organic Search,Desktop,Working Professional,29,Other,Tier 1,20,Completed,98.9,,,2023-09-27,80,17,8,13.3,4.5,8,True,True,541523.0,Tier 2
LRN-11128,2023-04-29,2023-04,Web Development,Monthly,2999,Debit Card,Email Campaign,Mobile,Job Seeker,22,Other,Tier 3,20,Dropped,30.0,6.0,Content too difficult,2023-06-10,10,0,2,2.3,0.8,1,False,False,,
LRN-11129,2022-09-07,2022-09,Data Science & Analytics,Monthly,2999,Net Banking,Organic Search,Tablet,Working Professional,32,Female,Tier 1,24,Dropped,25.0,6.0,Got a job / no longer needed,2022-10-19,3,2,0,1.9,2.5,3,False,False,,
LRN-11130,2023-04-13,2023-04,UI/UX Design,Monthly,2999,UPI,Social Media,Tablet,Working Professional,34,Other,Tier 2,18,Dropped,5.6,1.0,Lack of time,2023-04-20,2,1,3,1.4,0.9,4,False,False,,
LRN-11131,2023-07-19,2023-07,Digital Marketing,Monthly,2999,Debit Card,Organic Search,Desktop,Working Professional,20,Male,Tier 2,16,Dropped,43.8,7.0,Financial reasons,2023-09-06,10,0,1,2.8,1.0,4,False,False,,
LRN-11132,2022-05-29,2022-05,Data Science & Analytics,Monthly,2999,UPI,Paid Ads,Desktop,Working Professional,33,Female,Tier 2,24,Completed,96.4,,,2022-11-13,87,19,11,12.0,5.1,8,True,False,,
LRN-11133,2023-01-28,2023-01,Digital Marketing,Annual,24999,Credit Card,Referral,Mobile,Working Professional,38,Male,Tier 2,16,Completed,99.9,,,2023-05-20,62,16,9,6.7,5.6,8,True,False,,
LRN-11134,2022-07-15,2022-07,Digital Marketing,Monthly,2999,Net Banking,Social Media,Tablet,Student,21,Other,Tier 2,16,Completed,96.7,,,2022-11-04,57,12,5,8.6,6.0,9,True,True,1189664.0,Tier 3
LRN-11135,2023-09-06,2023-09,Digital Marketing,Monthly,2999,Credit Card,Email Campaign,Mobile,Working Professional,34,Male,Tier 1,16,Completed,96.2,,,2023-12-27,40,14,9,13.1,3.9,9,True,False,,
LRN-11136,2023-06-05,2023-06,Web Development,Quarterly,7999,UPI,Organic Search,Desktop,Student,25,Other,Tier 1,20,Dropped,45.0,9.0,Technical issues,2023-08-07,2,1,2,4.6,1.9,4,False,False,,
LRN-11137,2022-05-20,2022-05,Digital Marketing,Quarterly,7999,Credit Card,Referral,Mobile,Student,31,Female,Tier 1,16,Dropped,6.2,1.0,Got a job / no longer needed,2022-05-27,2,1,1,4.4,2.3,3,False,False,,
LRN-11138,2022-03-13,2022-03,UI/UX Design,Monthly,2999,Credit Card,Email Campaign,Desktop,Working Professional,27,Male,Tier 2,18,Completed,95.3,,,2022-07-17,69,17,11,6.3,5.7,10,True,False,,
LRN-11139,2022-10-10,2022-10,Data Science & Analytics,Quarterly,7999,Credit Card,Email Campaign,Desktop,Working Professional,38,Male,Tier 2,24,Dropped,33.3,8.0,Lost interest,2022-12-05,8,0,0,1.4,2.6,2,False,False,,
LRN-11140,2023-03-01,2023-03,UI/UX Design,Monthly,2999,Credit Card,Social Media,Mobile,Working Professional,20,Female,Tier 1,18,Completed,95.9,,,2023-07-05,48,14,10,6.3,6.5,8,True,True,678769.0,Tier 2
LRN-11141,2022-12-15,2022-12,UI/UX Design,Quarterly,7999,Debit Card,Social Media,Mobile,Freelancer,28,Female,Tier 2,18,Active,11.1,,,2022-12-29,3,0,1,6.1,2.2,7,False,False,,
LRN-11142,2023-06-04,2023-06,Data Science & Analytics,Annual,24999,Net Banking,Paid Ads,Desktop,Working Professional,34,Female,Tier 3,24,Completed,97.0,,,2023-11-19,75,21,10,13.4,4.6,7,True,True,753038.0,Tier 1
LRN-11143,2022-10-01,2022-10,Digital Marketing,Monthly,2999,Net Banking,Social Media,Desktop,Working Professional,25,Female,Tier 2,16,Completed,99.6,,,2023-01-21,41,15,7,6.3,4.7,10,True,False,,
LRN-11144,2022-01-03,2022-01,Digital Marketing,Monthly,2999,Credit Card,Referral,Mobile,Freelancer,38,Other,Tier 2,16,Completed,96.1,,,2022-04-25,41,16,5,13.9,3.7,8,True,False,,
LRN-11145,2022-10-17,2022-10,Web Development,Monthly,2999,Credit Card,Referral,Mobile,Working Professional,33,Female,Tier 2,20,Dropped,15.0,3.0,Poor mentor support,2022-11-07,1,0,3,0.7,2.1,5,False,False,,
LRN-11146,2022-11-02,2022-11,UI/UX Design,Monthly,2999,Debit Card,Social Media,Desktop,Working Professional,28,Other,Tier 1,18,Dropped,100.0,18.0,Financial reasons,2023-03-08,9,0,2,1.8,1.9,5,False,False,,
LRN-11147,2023-08-25,2023-08,Digital Marketing,Quarterly,7999,Net Banking,Organic Search,Mobile,Working Professional,36,Male,Tier 2,16,Completed,96.7,,,2023-12-15,51,16,7,8.3,6.0,9,True,False,,
LRN-11148,2023-08-17,2023-08,UI/UX Design,Annual,24999,UPI,Paid Ads,Desktop,Working Professional,23,Male,Tier 2,18,Completed,96.6,,,2023-12-21,58,17,4,7.9,5.9,7,True,False,,
LRN-11149,2023-11-07,2023-11,Web Development,Monthly,2999,Debit Card,Organic Search,Mobile,Working Professional,23,Female,Tier 3,20,Completed,95.7,,,2024-03-26,61,16,9,10.0,3.6,9,True,False,,
LRN-11150,2023-05-17,2023-05,Data Science & Analytics,Monthly,2999,UPI,Referral,Desktop,Student,34,Male,Tier 1,24,Completed,97.6,,,2023-11-01,96,19,9,7.0,4.3,7,True,True,969425.0,Tier 2
LRN-11151,2022-06-02,2022-06,UI/UX Design,Quarterly,7999,Credit Card,Paid Ads,Tablet,Freelancer,30,Male,Tier 1,18,Dropped,38.9,7.0,Got a job / no longer needed,2022-07-21,10,0,2,3.8,0.8,1,False,False,,
LRN-11152,2023-04-03,2023-04,UI/UX Design,Monthly,2999,Net Banking,Paid Ads,Mobile,Student,29,Female,Tier 3,18,Completed,96.0,,,2023-08-07,55,18,11,8.1,5.5,10,True,True,357251.0,Tier 2
LRN-11153,2023-07-06,2023-07,UI/UX Design,Monthly,2999,UPI,Email Campaign,Tablet,Working Professional,34,Other,Tier 1,18,Completed,99.3,,,2023-11-09,70,14,6,7.3,5.3,10,True,True,577555.0,Tier 2
LRN-11154,2023-05-11,2023-05,Web Development,Quarterly,7999,Debit Card,Organic Search,Desktop,Student,31,Female,Tier 1,20,Completed,97.8,,,2023-09-28,54,18,7,12.1,5.9,10,True,True,972580.0,Tier 3
LRN-11155,2022-12-20,2022-12,Digital Marketing,Monthly,2999,Debit Card,Email Campaign,Desktop,Freelancer,26,Other,Tier 2,16,Completed,95.7,,,2023-04-11,44,13,6,6.2,3.8,7,True,True,996811.0,Tier 2
LRN-11156,2022-12-07,2022-12,Web Development,Quarterly,7999,Net Banking,Organic Search,Tablet,Working Professional,21,Other,Tier 2,20,Completed,98.0,,,2023-04-26,75,19,9,12.6,6.1,9,True,False,,
LRN-11157,2023-07-20,2023-07,Digital Marketing,Monthly,2999,Debit Card,Organic Search,Tablet,Working Professional,37,Other,Tier 2,16,Completed,97.8,,,2023-11-09,47,12,4,6.0,6.0,9,True,False,,
LRN-11158,2023-07-11,2023-07,Web Development,Quarterly,7999,UPI,Paid Ads,Mobile,Working Professional,23,Male,Tier 2,20,Completed,96.1,,,2023-11-28,80,16,10,13.1,5.0,7,True,False,,
LRN-11159,2023-01-22,2023-01,UI/UX Design,Annual,24999,Debit Card,Organic Search,Desktop,Student,36,Female,Tier 1,18,Completed,95.2,,,2023-05-28,64,16,6,11.0,5.9,8,True,False,,
LRN-11160,2023-04-12,2023-04,Data Science & Analytics,Quarterly,7999,Credit Card,Referral,Desktop,Student,20,Male,Tier 3,24,Completed,98.4,,,2023-09-27,87,22,9,10.1,4.8,10,True,True,946822.0,Startup
LRN-11161,2022-11-26,2022-11,UI/UX Design,Annual,24999,Credit Card,Paid Ads,Mobile,Working Professional,35,Other,Tier 3,18,Completed,99.0,,,2023-04-01,57,16,10,11.8,4.3,10,True,True,973915.0,Tier 3
LRN-11162,2022-07-13,2022-07,Web Development,Monthly,2999,UPI,Email Campaign,Desktop,Working Professional,34,Other,Tier 2,20,Dropped,10.0,2.0,Financial reasons,2022-07-27,1,1,3,0.7,2.4,3,False,False,,
LRN-11163,2023-12-16,2023-12,Digital Marketing,Monthly,2999,Net Banking,Referral,Desktop,Student,32,Female,Tier 1,16,Completed,98.7,,,2024-04-06,58,14,10,6.8,3.8,7,True,False,,
LRN-11164,2022-09-02,2022-09,Data Science & Analytics,Monthly,2999,Net Banking,Referral,Mobile,Student,19,Other,Tier 1,24,Dropped,16.7,4.0,Technical issues,2022-09-30,3,0,1,4.2,2.9,3,False,False,,
LRN-11165,2023-08-09,2023-08,UI/UX Design,Monthly,2999,UPI,Social Media,Desktop,Freelancer,34,Male,Tier 3,18,Dropped,22.2,4.0,Content too difficult,2023-09-06,4,1,3,0.8,2.1,3,False,False,,
LRN-11166,2023-01-28,2023-01,Data Science & Analytics,Monthly,2999,Credit Card,Social Media,Mobile,Freelancer,27,Other,Tier 2,24,Completed,97.3,,,2023-07-15,96,23,12,13.8,6.4,10,True,True,1062453.0,Tier 2
LRN-11167,2022-08-28,2022-08,UI/UX Design,Quarterly,7999,Net Banking,Referral,Desktop,Student,36,Male,Tier 3,18,Dropped,61.1,11.0,Got a job / no longer needed,2022-11-13,5,1,3,4.1,0.6,5,False,False,,
LRN-11168,2023-02-25,2023-02,Data Science & Analytics,Quarterly,7999,UPI,Social Media,Mobile,Student,22,Female,Tier 1,24,Dropped,41.7,10.0,Technical issues,2023-05-06,17,3,2,2.0,2.2,5,False,False,,
LRN-11169,2022-02-14,2022-02,UI/UX Design,Monthly,2999,Net Banking,Paid Ads,Mobile,Job Seeker,24,Female,Tier 2,18,Completed,95.0,,,2022-06-20,57,18,11,8.7,5.9,10,True,False,,
LRN-11170,2022-11-22,2022-11,Web Development,Monthly,2999,Credit Card,Social Media,Mobile,Working Professional,29,Male,Tier 1,20,Active,50.0,,,2023-01-31,23,4,5,7.1,3.7,7,False,False,,
LRN-11171,2023-04-30,2023-04,Data Science & Analytics,Monthly,2999,UPI,Organic Search,Mobile,Working Professional,32,Male,Tier 2,24,Completed,96.6,,,2023-10-15,90,19,5,9.6,6.4,10,True,True,1002435.0,Tier 2
LRN-11172,2023-12-24,2023-12,Digital Marketing,Monthly,2999,UPI,Social Media,Mobile,Student,29,Other,Tier 1,16,Dropped,25.0,4.0,Lack of time,2024-01-21,5,2,0,1.5,2.2,1,False,False,,
LRN-11173,2023-01-26,2023-01,UI/UX Design,Quarterly,7999,Debit Card,Referral,Desktop,Job Seeker,37,Female,Tier 1,18,Completed,100.0,,,2023-06-01,62,16,5,7.7,4.7,9,True,True,663339.0,Tier 2
LRN-11174,2023-01-31,2023-01,Data Science & Analytics,Monthly,2999,Net Banking,Paid Ads,Mobile,Working Professional,28,Other,Tier 3,24,Completed,96.6,,,2023-07-18,74,23,8,11.4,6.2,7,True,True,803190.0,Tier 1
LRN-11175,2023-11-11,2023-11,Digital Marketing,Monthly,2999,Credit Card,Paid Ads,Tablet,Working Professional,35,Other,Tier 3,16,Completed,97.6,,,2024-03-02,59,12,11,7.5,4.4,7,True,True,940894.0,Tier 3
LRN-11176,2023-10-30,2023-10,UI/UX Design,Monthly,2999,Debit Card,Social Media,Desktop,Job Seeker,22,Other,Tier 1,18,Completed,97.1,,,2024-03-04,53,18,6,7.6,5.0,8,True,False,,
LRN-11177,2022-06-05,2022-06,Digital Marketing,Quarterly,7999,Debit Card,Referral,Desktop,Student,37,Female,Tier 1,16,Completed,96.1,,,2022-09-25,53,12,9,11.8,4.6,9,True,True,790391.0,Startup
LRN-11178,2023-05-23,2023-05,Digital Marketing,Annual,24999,UPI,Organic Search,Tablet,Student,19,Female,Tier 1,16,Dropped,12.5,2.0,Technical issues,2023-06-06,1,1,0,4.9,1.8,1,False,False,,
LRN-11179,2022-02-07,2022-02,UI/UX Design,Quarterly,7999,UPI,Social Media,Mobile,Working Professional,30,Female,Tier 2,18,Completed,97.7,,,2022-06-13,71,14,10,13.4,4.2,10,True,False,,
LRN-11180,2022-05-10,2022-05,Web Development,Quarterly,7999,Credit Card,Social Media,Mobile,Working Professional,23,Male,Tier 1,20,Dropped,25.0,5.0,Lack of time,2022-06-14,7,1,2,4.4,2.3,4,False,False,,
LRN-11181,2023-05-30,2023-05,Data Science & Analytics,Quarterly,7999,Net Banking,Paid Ads,Tablet,Working Professional,27,Male,Tier 2,24,Completed,97.5,,,2023-11-14,80,20,12,6.6,6.0,7,True,False,,
LRN-11182,2023-08-28,2023-08,Web Development,Monthly,2999,Credit Card,Social Media,Mobile,Working Professional,20,Other,Tier 2,20,Completed,99.9,,,2024-01-15,74,19,6,9.2,5.1,9,True,True,814827.0,Tier 2
LRN-11183,2022-12-06,2022-12,Data Science & Analytics,Annual,24999,Credit Card,Referral,Mobile,Student,37,Female,Tier 2,24,Completed,99.7,,,2023-05-23,61,24,9,11.9,5.1,7,True,True,944618.0,Tier 3
LRN-11184,2022-04-13,2022-04,UI/UX Design,Annual,24999,Credit Card,Social Media,Mobile,Freelancer,34,Male,Tier 3,18,Completed,98.8,,,2022-08-17,64,14,5,6.4,5.3,8,True,True,503862.0,Tier 3
LRN-11185,2023-03-27,2023-03,Web Development,Monthly,2999,UPI,Organic Search,Tablet,Working Professional,32,Other,Tier 1,20,Active,10.0,,,2023-04-10,4,1,1,5.9,3.1,8,False,False,,
LRN-11186,2022-04-13,2022-04,UI/UX Design,Annual,24999,UPI,Email Campaign,Mobile,Working Professional,33,Male,Tier 3,18,Completed,98.7,,,2022-08-17,69,15,7,6.8,4.5,7,True,False,,
LRN-11187,2023-06-23,2023-06,Digital Marketing,Monthly,2999,Credit Card,Social Media,Desktop,Working Professional,38,Other,Tier 2,16,Dropped,25.0,4.0,Technical issues,2023-07-21,5,1,0,1.9,3.0,5,False,False,,
LRN-11188,2023-04-13,2023-04,Web Development,Monthly,2999,Credit Card,Social Media,Mobile,Working Professional,20,Other,Tier 3,20,Completed,95.8,,,2023-08-31,57,18,4,7.6,5.1,10,True,True,1008280.0,Tier 3
LRN-11189,2022-01-16,2022-01,Data Science & Analytics,Quarterly,7999,Debit Card,Paid Ads,Mobile,Working Professional,20,Male,Tier 1,24,Active,87.5,,,2022-06-12,48,13,4,6.6,2.9,7,False,False,,
LRN-11190,2022-05-28,2022-05,Digital Marketing,Monthly,2999,UPI,Paid Ads,Mobile,Job Seeker,28,Male,Tier 1,16,Completed,95.7,,,2022-09-17,50,15,7,12.1,5.0,8,True,False,,
LRN-11191,2023-02-24,2023-02,Digital Marketing,Quarterly,7999,Debit Card,Social Media,Desktop,Student,23,Other,Tier 1,16,Completed,97.0,,,2023-06-16,57,13,4,7.1,6.0,9,True,True,1089477.0,Tier 3
LRN-11192,2023-11-02,2023-11,Web Development,Annual,24999,UPI,Organic Search,Mobile,Working Professional,30,Male,Tier 2,20,Completed,96.3,,,2024-03-21,57,20,10,12.4,3.6,10,True,False,,
LRN-11193,2022-06-08,2022-06,Digital Marketing,Monthly,2999,Debit Card,Paid Ads,Desktop,Working Professional,22,Female,Tier 2,16,Dropped,25.0,4.0,Technical issues,2022-07-06,2,2,3,1.7,2.8,5,False,False,,
LRN-11194,2022-03-18,2022-03,Data Science & Analytics,Monthly,2999,Debit Card,Organic Search,Mobile,Student,24,Male,Tier 2,24,Completed,97.8,,,2022-09-02,64,24,8,13.1,3.8,9,True,False,,
LRN-11195,2023-04-26,2023-04,UI/UX Design,Monthly,2999,Credit Card,Paid Ads,Mobile,Working Professional,34,Female,Tier 1,18,Dropped,5.6,1.0,Poor mentor support,2023-05-03,3,0,3,1.8,2.1,2,False,False,,
LRN-11196,2022-09-29,2022-09,Web Development,Quarterly,7999,Credit Card,Paid Ads,Mobile,Job Seeker,30,Other,Tier 1,20,Dropped,25.0,5.0,Technical issues,2022-11-03,3,0,1,2.4,1.6,1,False,False,,
LRN-11197,2022-12-13,2022-12,UI/UX Design,Annual,24999,Debit Card,Social Media,Mobile,Student,29,Other,Tier 1,18,Completed,95.9,,,2023-04-18,46,15,6,7.1,5.6,8,True,True,966964.0,Tier 3
LRN-11198,2023-10-01,2023-10,Data Science & Analytics,Annual,24999,UPI,Paid Ads,Tablet,Working Professional,32,Female,Tier 1,24,Dropped,4.2,1.0,Poor mentor support,2023-10-08,4,0,2,1.2,1.3,4,False,False,,
LRN-11199,2023-12-11,2023-12,Data Science & Analytics,Monthly,2999,Credit Card,Referral,Mobile,Freelancer,30,Male,Tier 2,24,Active,50.0,,,2024-03-04,31,6,2,9.1,3.3,6,False,False,,
LRN-11200,2023-02-12,2023-02,Data Science & Analytics,Quarterly,7999,UPI,Social Media,Mobile,Student,37,Other,Tier 2,24,Completed,99.5,,,2023-07-30,84,23,9,8.8,5.8,8,True,True,809980.0,Tier 2
LRN-11201,2023-10-28,2023-10,Digital Marketing,Annual,24999,Net Banking,Referral,Mobile,Job Seeker,36,Female,Tier 1,16,Completed,99.0,,,2024-02-17,50,12,7,12.7,5.8,9,True,False,,
LRN-11202,2022-03-24,2022-03,Digital Marketing,Annual,24999,Debit Card,Social Media,Mobile,Job Seeker,26,Other,Tier 1,16,Completed,96.2,,,2022-07-14,47,12,8,13.4,4.3,7,True,True,855625.0,Tier 2
LRN-11203,2022-12-03,2022-12,Web Development,Monthly,2999,Credit Card,Organic Search,Desktop,Working Professional,35,Other,Tier 2,20,Dropped,10.0,2.0,Content too difficult,2022-12-17,1,1,0,3.1,1.2,4,False,False,,
LRN-11204,2023-11-22,2023-11,UI/UX Design,Quarterly,7999,Debit Card,Organic Search,Mobile,Working Professional,30,Other,Tier 1,18,Completed,98.5,,,2024-03-27,60,15,5,8.5,5.2,9,True,True,418076.0,Tier 2
LRN-11205,2023-07-01,2023-07,UI/UX Design,Monthly,2999,Debit Card,Organic Search,Mobile,Freelancer,34,Other,Tier 1,18,Completed,95.2,,,2023-11-04,66,17,12,8.6,4.4,9,True,False,,
LRN-11206,2023-01-25,2023-01,Data Science & Analytics,Monthly,2999,Credit Card,Organic Search,Mobile,Working Professional,25,Male,Tier 3,24,Dropped,12.5,3.0,Lost interest,2023-02-15,2,0,0,2.3,0.6,2,False,False,,
LRN-11207,2022-11-21,2022-11,Data Science & Analytics,Monthly,2999,Debit Card,Paid Ads,Tablet,Working Professional,29,Other,Tier 1,24,Completed,99.2,,,2023-05-08,70,21,5,6.8,5.9,7,True,True,853735.0,Tier 1
LRN-11208,2023-10-04,2023-10,Digital Marketing,Monthly,2999,Net Banking,Paid Ads,Desktop,Student,31,Female,Tier 3,16,Completed,98.7,,,2024-01-24,44,13,6,12.8,4.3,7,True,False,,
LRN-11209,2023-05-15,2023-05,Web Development,Annual,24999,UPI,Organic Search,Mobile,Working Professional,23,Other,Tier 1,20,Active,10.0,,,2023-05-29,3,0,2,4.8,3.1,6,False,False,,
LRN-11210,2023-07-09,2023-07,Data Science & Analytics,Monthly,2999,UPI,Social Media,Mobile,Job Seeker,22,Male,Tier 1,24,Dropped,8.3,2.0,Poor mentor support,2023-07-23,4,1,2,1.1,1.3,5,False,False,,
LRN-11211,2022-02-06,2022-02,UI/UX Design,Monthly,2999,Net Banking,Referral,Mobile,Student,27,Other,Tier 2,18,Completed,96.3,,,2022-06-12,68,14,9,8.0,5.8,10,True,False,,
LRN-11212,2023-09-25,2023-09,Web Development,Monthly,2999,Net Banking,Organic Search,Mobile,Student,31,Male,Tier 1,20,Completed,96.9,,,2024-02-12,80,19,9,12.5,5.2,7,True,True,1151144.0,Startup
LRN-11213,2022-03-12,2022-03,Web Development,Monthly,2999,UPI,Paid Ads,Mobile,Working Professional,32,Female,Tier 1,20,Completed,98.9,,,2022-07-30,61,17,7,9.2,5.2,9,True,True,812979.0,Tier 3
LRN-11214,2022-08-29,2022-08,Digital Marketing,Annual,24999,Debit Card,Social Media,Mobile,Student,25,Other,Tier 2,16,Completed,99.6,,,2022-12-19,44,16,12,13.1,5.7,8,True,True,1091420.0,Tier 3
LRN-11215,2023-10-09,2023-10,UI/UX Design,Monthly,2999,UPI,Social Media,Mobile,Student,33,Other,Tier 2,18,Completed,96.0,,,2024-02-12,65,18,7,8.6,4.1,9,True,True,694481.0,Tier 3
LRN-11216,2023-12-02,2023-12,UI/UX Design,Monthly,2999,Credit Card,Social Media,Mobile,Freelancer,23,Female,Tier 2,18,Dropped,11.1,2.0,Financial reasons,2023-12-16,1,1,0,2.1,1.1,5,False,False,,
LRN-11217,2022-10-22,2022-10,Data Science & Analytics,Monthly,2999,UPI,Referral,Mobile,Student,34,Male,Tier 2,24,Completed,97.4,,,2023-04-08,70,19,5,8.2,5.3,10,True,False,,
LRN-11218,2022-08-21,2022-08,Data Science & Analytics,Quarterly,7999,UPI,Social Media,Mobile,Student,23,Male,Tier 3,24,Completed,96.0,,,2023-02-05,79,22,10,7.5,5.4,8,True,False,,
LRN-11219,2022-04-03,2022-04,Web Development,Monthly,2999,Net Banking,Social Media,Mobile,Job Seeker,25,Other,Tier 1,20,Completed,99.7,,,2022-08-21,77,20,8,6.1,4.7,9,True,True,1047244.0,Tier 1
LRN-11220,2023-03-21,2023-03,Data Science & Analytics,Monthly,2999,Debit Card,Paid Ads,Mobile,Student,33,Male,Tier 2,24,Completed,98.4,,,2023-09-05,86,24,12,7.8,4.5,7,True,True,758556.0,Tier 1
LRN-11221,2022-04-11,2022-04,Digital Marketing,Quarterly,7999,Credit Card,Organic Search,Desktop,Student,38,Female,Tier 2,16,Completed,98.8,,,2022-08-01,46,13,7,8.2,4.3,10,True,False,,
LRN-11222,2023-10-11,2023-10,UI/UX Design,Annual,24999,UPI,Email Campaign,Mobile,Freelancer,28,Male,Tier 3,18,Completed,98.5,,,2024-02-14,47,14,5,12.9,5.0,8,True,True,613240.0,Startup
LRN-11223,2023-12-22,2023-12,Data Science & Analytics,Monthly,2999,Credit Card,Email Campaign,Desktop,Freelancer,21,Male,Tier 1,24,Completed,99.5,,,2024-06-07,70,19,6,10.2,6.0,10,True,False,,
LRN-11224,2022-04-13,2022-04,Data Science & Analytics,Monthly,2999,Credit Card,Paid Ads,Mobile,Working Professional,20,Male,Tier 1,24,Completed,99.2,,,2022-09-28,72,21,12,13.2,6.3,9,True,True,513511.0,Startup
LRN-11225,2023-03-31,2023-03,Web Development,Monthly,2999,Credit Card,Social Media,Desktop,Working Professional,22,Female,Tier 3,20,Active,20.0,,,2023-04-28,7,3,4,3.4,3.1,7,False,False,,
LRN-11226,2022-06-20,2022-06,Data Science & Analytics,Annual,24999,Credit Card,Paid Ads,Mobile,Job Seeker,22,Other,Tier 2,24,Dropped,58.3,14.0,Content too difficult,2022-09-26,10,7,0,1.2,2.8,5,False,False,,
LRN-11227,2023-12-12,2023-12,Data Science & Analytics,Monthly,2999,Credit Card,Organic Search,Mobile,Job Seeker,28,Female,Tier 1,24,Dropped,37.5,9.0,Poor mentor support,2024-02-13,7,3,3,4.3,1.4,4,False,False,,
LRN-11228,2022-11-03,2022-11,Digital Marketing,Annual,24999,UPI,Referral,Mobile,Freelancer,21,Male,Tier 3,16,Completed,98.1,,,2023-02-23,43,15,5,12.3,6.5,8,True,True,509123.0,Tier 1
LRN-11229,2022-01-30,2022-01,Digital Marketing,Annual,24999,Credit Card,Paid Ads,Mobile,Working Professional,29,Male,Tier 1,16,Completed,99.8,,,2022-05-22,45,15,5,9.3,4.3,9,True,True,688873.0,Tier 2
LRN-11230,2022-02-17,2022-02,UI/UX Design,Quarterly,7999,Credit Card,Organic Search,Desktop,Student,21,Other,Tier 2,18,Completed,98.5,,,2022-06-23,53,18,12,13.3,4.6,10,True,True,881296.0,Tier 3
LRN-11231,2022-11-29,2022-11,Web Development,Annual,24999,Credit Card,Social Media,Desktop,Working Professional,29,Female,Tier 2,20,Active,65.0,,,2023-02-28,25,7,3,8.4,3.0,6,False,False,,
LRN-11232,2022-02-27,2022-02,Web Development,Monthly,2999,Credit Card,Social Media,Mobile,Student,30,Female,Tier 1,20,Completed,99.4,,,2022-07-17,65,16,4,6.7,6.1,9,True,True,583289.0,Tier 1
LRN-11233,2022-10-28,2022-10,UI/UX Design,Quarterly,7999,Debit Card,Paid Ads,Mobile,Freelancer,35,Female,Tier 2,18,Completed,95.0,,,2023-03-03,65,17,10,10.3,3.7,9,True,False,,
LRN-11234,2023-01-03,2023-01,Data Science & Analytics,Monthly,2999,UPI,Organic Search,Mobile,Student,22,Male,Tier 1,24,Dropped,4.2,1.0,Content too difficult,2023-01-10,2,0,1,1.3,0.9,1,False,False,,
LRN-11235,2023-01-19,2023-01,Digital Marketing,Monthly,2999,UPI,Social Media,Mobile,Working Professional,38,Female,Tier 1,16,Completed,95.2,,,2023-05-11,64,16,8,9.6,5.9,8,True,True,1169729.0,Tier 1
LRN-11236,2023-03-18,2023-03,Data Science & Analytics,Annual,24999,Net Banking,Referral,Desktop,Job Seeker,29,Male,Tier 1,24,Dropped,16.7,4.0,Content too difficult,2023-04-15,3,2,1,4.7,0.5,4,False,False,,
LRN-11237,2022-05-30,2022-05,Digital Marketing,Monthly,2999,Net Banking,Email Campaign,Desktop,Student,33,Other,Tier 1,16,Completed,97.7,,,2022-09-19,42,12,8,6.8,4.4,9,True,True,430951.0,Tier 3
LRN-11238,2022-09-08,2022-09,Web Development,Quarterly,7999,Credit Card,Email Campaign,Mobile,Working Professional,32,Female,Tier 1,20,Active,25.0,,,2022-10-13,15,2,2,3.6,3.8,8,False,False,,
LRN-11239,2023-06-28,2023-06,Web Development,Monthly,2999,UPI,Paid Ads,Mobile,Job Seeker,19,Other,Tier 3,20,Completed,97.9,,,2023-11-15,53,17,5,7.8,5.5,10,True,True,601187.0,Startup
LRN-11240,2023-02-26,2023-02,UI/UX Design,Quarterly,7999,Credit Card,Social Media,Mobile,Working Professional,30,Female,Tier 2,18,Dropped,11.1,2.0,Poor mentor support,2023-03-12,1,1,1,3.1,2.3,4,False,False,,
LRN-11241,2023-08-03,2023-08,UI/UX Design,Quarterly,7999,Credit Card,Referral,Mobile,Student,38,Other,Tier 1,18,Completed,98.6,,,2023-12-07,57,16,10,9.7,4.2,9,True,True,395331.0,Tier 1
LRN-11242,2023-11-30,2023-11,Digital Marketing,Monthly,2999,Debit Card,Organic Search,Mobile,Working Professional,21,Female,Tier 2,16,Completed,95.7,,,2024-03-21,47,12,12,8.2,4.9,10,True,True,518536.0,Tier 3
LRN-11243,2022-07-04,2022-07,UI/UX Design,Monthly,2999,Net Banking,Social Media,Desktop,Job Seeker,24,Female,Tier 3,18,Dropped,22.2,4.0,Technical issues,2022-08-01,3,0,1,4.6,0.9,3,False,False,,
LRN-11244,2022-06-24,2022-06,Data Science & Analytics,Quarterly,7999,Net Banking,Organic Search,Desktop,Working Professional,29,Female,Tier 1,24,Dropped,25.0,6.0,Lost interest,2022-08-05,9,2,2,2.6,2.6,5,False,False,,
